id,img,label,text,text_with_tags
72640,img/72640.png,0,"is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will.","is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will. man Justin Trudeau Canada United States US President sad 30 latino hispanic Man"
64318,img/64318.png,0,when they take too long to blow out the candle,when they take too long to blow out the candle rise and shine Socialite Photo caption Product Lips neutral 47 asian Woman
17956,img/17956.png,0,one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell,one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell official  Getty Images Stock photography Photography 
93547,img/93547.png,1,d.j. osama spin laden droppin' beats like the twin towers,d.j. osama spin laden droppin' beats like the twin towers disc jockey Jameela Jamil Image Getty Images  
10743,img/10743.png,0,move to new york they said it'll be fun they said,move to new york they said it'll be fun they said snow Freezing Snow Ice Winter 
37091,img/37091.png,0,my sandwich-maker is very slow today,my sandwich-maker is very slow today healthy eating Nutrient Healthy diet Nutrition Eating 
25719,img/25719.png,0,when you accidentally fall in the toilet,when you accidentally fall in the toilet luxury vehicle Stock photography  Getty Images Photography 
76825,img/76825.png,0,two woman walking home together after a nice day out together,two woman walking home together after a nice day out together uk white population United Kingdom  Islamophobia People 
72598,img/72598.png,0,texas churches be like... pew pew pew,texas churches be like... pew pew pew girl Hyung Jin Moon Stock photography Gun Photograph 
43078,img/43078.png,0,i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky,i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky photo caption Jonathan Goldsmith Portrait Photo printing Photograph neutral 54 white Man
51846,img/51846.png,0,doesn't wear tampons because she trips over the string,doesn't wear tampons because she trips over the string  LinkedIn  Company Shenzhen Foreign Languages School 
1569,img/01569.png,0,when you can't decide to pre heat the oven or just throw the meal in right away,when you can't decide to pre heat the oven or just throw the meal in right away funny Housing association Parenting Family  happy 28 asian Man
95812,img/95812.png,0,happy shot in the face day 5-2-2011,happy shot in the face day 5-2-2011 rock osama bin laden Osama bin Laden Killing of Osama bin Laden Osama bin Laden's compound in Abbottabad al-Qaeda sad 26 middle eastern Man
6418,img/06418.png,0,1 bomb every minute,1 bomb every minute hand Stock photography Image  Getty Images 
53976,img/53976.png,0,black power comes with a lot of responsibility,black power comes with a lot of responsibility smithsonian national museum of american history Stock photography Photograph Suit  
70193,img/70193.png,0,that chiken is so black no one is going to eat it,that chiken is so black no one is going to eat it photo caption Gordon Ramsay  Getty Images Getty Images angry 39 white Man
60427,img/60427.png,0,i hope both teams lose,i hope both teams lose grumpy cat died Cat Grumpy Cat Calico cat Death 
78395,img/78395.png,0,say the damn pronouns,say the damn pronouns gentleman Jimmy Edwards Denis Norden Stock photography Getty Images 
4876,img/04876.png,0,goin,goin ceiling fixture Light fixture Ceiling Fixture Product design Product 
92075,img/92075.png,0,we need problem solvers not racist and religious bigots in office,we need problem solvers not racist and religious bigots in office public speaking Ilhan Omar United States Speech  angry 33 latino hispanic Woman
86354,img/86354.png,0,officer down,officer down graphics Vector graphics Graphics Image Battery 
74386,img/74386.png,1,we said we would never forget why are you voting them into our government?,we said we would never forget why are you voting them into our government? graphics World Trade Center Graphics Illustration  
59613,img/59613.png,1,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention leonardo dicaprio smile Leonardo DiCaprio The Wolf of Wall Street Actor 88th Academy Awards 
10263,img/10263.png,0,"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism""","rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism"" basement cat Public Relations Cat Font Brand angry 29 white Man"
48279,img/48279.png,0,nice watch must have cost an arm and a leg,nice watch must have cost an arm and a leg expensive boys watch Watch Stock photography Photograph Women's Watch 
52610,img/52610.png,1,i'm sick of politics so here's a pic of michelle obama riding a unicorn,i'm sick of politics so here's a pic of michelle obama riding a unicorn monkey riding horse drawing Horse Stock photography Illustration iStock 
58371,img/58371.png,0,when you suck at photoshop,when you suck at photoshop dog Labrador Retriever Mayhew  Animal welfare 
27401,img/27401.png,0,for the last time.. i'm not michelle obama,for the last time.. i'm not michelle obama ron butler Ron Butler Wedding Dress Bride happy 27 white Man
89574,img/89574.png,0,i'm cute,i'm cute smile Down syndrome Stock photography Learning disability Disability surprise 32 white Man
25473,img/25473.png,0,and then i told them you're going on a fun camping trip,and then i told them you're going on a fun camping trip cat Camping Premera Blue Cross Health used 
47913,img/47913.png,0,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama","the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama  Font Brand Meter Textbook angry 45 black Man"
8295,img/08295.png,0,please consider donating water to children in need,please consider donating water to children in need photo caption Photograph Stock photography iStock Water 
2497,img/02497.png,0,you're a wizard motherfucker,you're a wizard motherfucker cool Samuel L. Jackson Getty Images  Stock photography happy 35 black Man
90471,img/90471.png,1,"relax mexicans you are rapists, drug lords and criminals","relax mexicans you are rapists, drug lords and criminals dirty coco Christmas Epiphany Image Photography happy 26 latino hispanic Man"
69357,img/69357.png,0,hey look at me! i'm a serial pedofile,hey look at me! i'm a serial pedofile beard Portrait Stock photography Photography Getty Images 
54602,img/54602.png,1,when you just finished shooting a bunch of black kids but accidently killed a squirrel,when you just finished shooting a bunch of black kids but accidently killed a squirrel dog Dog Canidae Law enforcement Dog Breed happy 36 middle eastern Man
15320,img/15320.png,0,obama working to legalize medical cannabis for all of the usa,obama working to legalize medical cannabis for all of the usa public speaking United States US President Mass shooting  neutral 36 black Man
63182,img/63182.png,0,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean mangal das garças Tattoo Tattoo design Male tattoos Temporary tattoos 
20619,img/20619.png,1,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up photo caption Stock photography Car Photograph Illustration 
82457,img/82457.png,0,ring ring hello? i've been waiting for your call all damn day!!!,ring ring hello? i've been waiting for your call all damn day!!! photo caption Human Human behavior Smile Font fear 40 black Man
81059,img/81059.png,0,i like my refugees like this '' '' '',i like my refugees like this '' '' '' refugee services Refugee Third country resettlement Immigration European Union Agency for Asylum angry 28 middle eastern Man
42137,img/42137.png,0,when you get hungry you can either think about it or..,when you get hungry you can either think about it or.. superfood Website Industry .uz Uzbekistan 
74530,img/74530.png,1,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven pizza Pizza Italian cuisine Pepperoni La Vecchia Pizza neutral 49 white Man
40832,img/40832.png,0,taking photo with a mosque,taking photo with a mosque hagia irene Hagia Sophia Sultanahmet The Blue Mosque Hagia Irene neutral 28 white Woman
46127,img/46127.png,0,"""ay, tone. how'd da gas stay in if da door is made of wood?""","""ay, tone. how'd da gas stay in if da door is made of wood?"" siding Getty Images  Getty Images Stock photography "
87594,img/87594.png,0,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!","what do i have in common with cow pies? the older we get, the easier for you to pick us up!  Black Truffle Truffle Mushroom Tuber aestivum "
12548,img/12548.png,0,running chocolate,running chocolate customer Product Stock photography Chocolate Chocolate bar 
12894,img/12894.png,0,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free","imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free its a trap meme Human Human behavior Meme Photo caption disgust 28 white Man"
2476,img/02476.png,0,im never doing a garden again!,im never doing a garden again! soil Cassava Agriculture Stock photography Sustainability 
6937,img/06937.png,1,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion","coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion photo caption Stock photography  Getty Images Photograph "
5762,img/05762.png,0,"listen bitch, before you start fucking with me you should know my team is bigger","listen bitch, before you start fucking with me you should know my team is bigger funny Portrait Black-and-white Human Hair M angry 37 white Woman"
40259,img/40259.png,0,masturbation it's not just for men,masturbation it's not just for men leg Erotica  Sex Eroticism 
85072,img/85072.png,0,what is this sleep of which you speak?,what is this sleep of which you speak? photo caption Edward Norton Getty Images  Getty Images sad 25 white Man
46537,img/46537.png,0,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice","oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice photo caption Oakland Photograph Substack Inc. Photo caption happy 34 white Woman"
56432,img/56432.png,0,"what if i told you that you cant ""tolerate"" a person who agrees with you? ""","what if i told you that you cant ""tolerate"" a person who agrees with you? "" head Laurence Fishburne Morpheus Sunglasses The Matrix neutral 52 black Man"
39805,img/39805.png,0,look both ways before you cross the street,look both ways before you cross the street monochrome photography Paris Radio France Le Nouveau FN.: Les vieux habits du populisme Radio station 
29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,what kind of punch can take out 20 kids and 6 adults? a sandy hook crossfit forging elite fitness Hand model CrossFit  Skin 
36072,img/36072.png,0,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink","she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink haz a sad American cuisine Breakfast Sandwich Breakfast Sandwich "
60147,img/60147.png,0,meditation before going to school,meditation before going to school photors muslum girls Stock photography Image Photograph Migraine fear 24 white Man
90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,we can kill as many as we want and your stupid government keeps bringing us in man Stock photography iStock Hat Kufi 
38612,img/38612.png,0,so there is this new implant that can actually fix stupid,so there is this new implant that can actually fix stupid bullet Starting a business Published opening Stock photography 
52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash","if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash banner Banner Poster Font Text "
34961,img/34961.png,0,this cat is pushing a watermelon out of a lake. your argument is invalid,this cat is pushing a watermelon out of a lake. your argument is invalid cute cat standing British Shorthair Dog Tabby cat Kitten 
15803,img/15803.png,1,what do you call a retarded jew? auschwistic,what do you call a retarded jew? auschwistic conversation Public Relations Meter Public  fear 30 white Man
89762,img/89762.png,0,that blackened chicken was so dry it reminded me of your mother,that blackened chicken was so dry it reminded me of your mother photo caption Gordon Ramsay  Getty Images Getty Images angry 39 white Man
38465,img/38465.png,0,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes","yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes hairstyle Forehead Hairstyle Photo caption Musician happy 24 black Man"
53289,img/53289.png,0,when everybody's worried about their ex but you're just here enjoying your lemonade,when everybody's worried about their ex but you're just here enjoying your lemonade sunglasses Juice Cola No Frappuccino 
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,cannibal tribe from indonesia will take muslim refugess in any amount poster Poster Stock photography Black-and-white  happy 39 black Man
18350,img/18350.png,0,when you see the gas bill,when you see the gas bill gangster cat Public Relations Cat Smile Photo caption surprise 32 white Woman
91547,img/91547.png,0,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,cheers to all the people who can change their minds when presented with information that contradicts their beliefs blond Blond Hair coloring Sparkling Wine Hair neutral 33 latino hispanic Woman
30247,img/30247.png,0,broken chair,broken chair emmezeta spiderman stolica Chair Office Chair Bungee Chair Euro Style 
93741,img/93741.png,0,stop being a bitch,stop being a bitch funny protective Water Headgear Personal protective equipment happy 29 asian Man
51243,img/51243.png,0,honestly how often do you masturbate?,honestly how often do you masturbate? mister bean White-collar worker Mr. Bean Suit Photo caption 
5384,img/05384.png,0,spending quality time with dad,spending quality time with dad interaction Pediatrics Health Vitalant  
1845,img/01845.png,0,when you consume too much trans fat,when you consume too much trans fat ragazza obesa Obesity Overweight Health Healthy diet 
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,when i was a boy we didn't have things like adhd. it was called being a little bastard little kid middle finger Middle finger Image Stock photography The finger neutral 27 white Man
41385,img/41385.png,0,y'all kids claims to be victims of slavery when we were the ones who lived it,y'all kids claims to be victims of slavery when we were the ones who lived it photograph Photograph Black-and-white Image Stock photography 
34508,img/34508.png,1,jews are the problem. not just zionists or israelis. jews. all of them,jews are the problem. not just zionists or israelis. jews. all of them beard Stock photography Portrait Sunglasses Beard neutral 58 white Man
80521,img/80521.png,0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables robotics in agriculture Agriculture Robot Robotics Agricultural technology 
34165,img/34165.png,0,be happy you dont have neanderthal dna,be happy you dont have neanderthal dna human evolution walk Human Unfit for Purpose: When Human Evolution Collides with the Modern World Hominini Primate 
93072,img/93072.png,1,"black people black people ""why would white america do this?""","black people black people ""why would white america do this?"" misdaad en geweld Stock photography Image Crime School shooting "
25468,img/25468.png,1,white people walked on all fours before black people came and showed them how to stand up,white people walked on all fours before black people came and showed them how to stand up evolution of businessman Human Human behavior Presentation Logo 
9617,img/09617.png,0,when you turn on the light and realize you have been fisting the wrong hole,when you turn on the light and realize you have been fisting the wrong hole funny Organism Photo caption Text H&M 
96258,img/96258.png,1,its national hebrew day go pick up a hot girl,its national hebrew day go pick up a hot girl surrounded by dead friends Stock photography Death Image Photography 
96578,img/96578.png,1,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims! cat is not amused Roast chicken Suckling pig Roasting Rotisserie 
35618,img/35618.png,0,i woke up like this,i woke up like this beauty Long hair Hair Forehead  neutral 27 latino hispanic Woman
5249,img/05249.png,0,i am still so confused about the strategies in this game,i am still so confused about the strategies in this game photo caption Human Human behavior Font Behavior sad 41 white Man
57349,img/57349.png,0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""","""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise."" marriage Bride Smile Ceremony Yellow happy 26 asian Man"
78409,img/78409.png,1,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me auschwitz old Reinhold Hanning Oskar Gröning Rudolf Höss Josef Mengele sad 25 white Woman
29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens","if you hold a black baby to your ear, you can hear the police sirens human behavior Diaper Babies ""R"" Us Babies ""R"" Us  "
20568,img/20568.png,0,meanwhile at the isis strip club,meanwhile at the isis strip club lolcat birthday Human Facial hair Human behavior Smile happy 36 asian Woman
84269,img/84269.png,1,just ordered the new anne frank puzzle,just ordered the new anne frank puzzle pictures Ice Cream Dairy product Dairy Product angry 25 asian Man
68079,img/68079.png,1,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus! owls on long island Owl Snowy owl Birds Barn owl 
41537,img/41537.png,1,i'm not transphobic i just think trans people shouldn't exist,i'm not transphobic i just think trans people shouldn't exist funny police quotes Human Human behavior funny Text 
12890,img/12890.png,0,hitler getting his tan on,hitler getting his tan on alois hitler jr World War II How Hitler Lost the War Nazi Party Dictator fear 39 white Man
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice photo caption Patrick Stewart Professor X A Christmas Carol X-Men fear 42 asian Man
63217,img/63217.png,0,when you're facetimeing and accidently fall down the stairs,when you're facetimeing and accidently fall down the stairs cat Blond Hair coloring Forehead Hair 
3271,img/03271.png,0,when your wife and girlfriend dont get along,when your wife and girlfriend dont get along beard Stock photography Middle finger Image Photography 
35264,img/35264.png,0,i like your cologne what is that? tricare? deers,i like your cologne what is that? tricare? deers eye Portrait  Getty Images Stock photography 
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,literally nobody: white people sitting at the bar: can you put it on the golf channel?? conversation Stock photography Coffee Photography iStock happy 46 latino hispanic Man
12348,img/12348.png,0,"bitch, say something else","bitch, say something else cool obama US President United States A Promised Land  neutral 30 asian Man"
14052,img/14052.png,0,this is racist but this is not?????,this is racist but this is not????? anglo zulu war Text Anglo-Zulu War Poster Font 
81064,img/81064.png,0,"your tits... in my hands, put them you will","your tits... in my hands, put them you will madame tussauds berlin Dave Filoni Star Wars: The Clone Wars Yoda Grogu "
74391,img/74391.png,0,there must be some way this victimizes me,there must be some way this victimizes me presentation Termination of employment Employee Absenteeism Vasily Voropaev 
36152,img/36152.png,0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died","when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died person Photograph Image Royalty-free Syndrome happy 31 white Woman"
80256,img/80256.png,0,damn girl that's a policy i could get behind,damn girl that's a policy i could get behind бил клинтън Bill Clinton Bulgaria United States US President fear 36 white Man
21948,img/21948.png,0,this guy grabs your girl's ass in the bar what do you do?,this guy grabs your girl's ass in the bar what do you do? extreme muscles Muscle Bodybuilding LA Muscle LA Muscle Limited angry 31 white Man
70532,img/70532.png,0,it's important to listen to your elders please don't forget!,it's important to listen to your elders please don't forget! imam Stock photography Photography Photograph Image 
25806,img/25806.png,0,when you have to make your own pool,when you have to make your own pool luxury vehicle Jeff Foxworthy Redneck Meme Funny meme 
26759,img/26759.png,1,that look when you wanna cut a bitch but you remember your a changed man,that look when you wanna cut a bitch but you remember your a changed man photo caption Hair M Brown hair Hair Long hair sad 34 white Woman
27398,img/27398.png,0,"if you believe that, i've got a virgin goat to sell you!","if you believe that, i've got a virgin goat to sell you! label Mammal Font Logo Sign "
18730,img/18730.png,0,immigration invasion learn the difference,immigration invasion learn the difference travel Recreation    
75216,img/75216.png,0,want one as a slave when you watch how slow they work and you wonder why anyone would,want one as a slave when you watch how slow they work and you wonder why anyone would africab donkey African wild ass Stock photography Photograph Image fear 35 white Man
91754,img/91754.png,0,when you finally buy a dishwasher this works a lot better than a sponge,when you finally buy a dishwasher this works a lot better than a sponge furniture Water Filter Dishwasher Brita Fisher & Paykel DD60DHI9 Integrated Double DishDrawer Dishwasher 
42153,img/42153.png,0,we build our houses with stone,we build our houses with stone knit cap Stock photography Taqiyah Photography Photograph 
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney,whats the difference between santa and the jews santa goes down the chimney hitler eyes gif Führerbunker Paintings by Adolf Hitler Mein Kampf Dictator sad 32 white Man
18673,img/18673.png,0,how to remember kid in hot car keep 2nd road beer with them,how to remember kid in hot car keep 2nd road beer with them toddler Fruit beer Low-alcohol beer Beer stein Mug happy 36 asian Woman
97523,img/97523.png,0,you are so cute,you are so cute photo caption Photo caption Vacation Photograph  happy 39 white Man
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,it's ma'am!! yooouu lookah like a man smile Smile Photo caption Text Happiness angry 37 latino hispanic Man
23748,img/23748.png,0,bigbird singing to child on seasame street,bigbird singing to child on seasame street photo caption Jim Henson Caroll Spinney Eric Jacobson Big Bird 
69412,img/69412.png,0,best part about a hooker dying on you? the 2nd hour is free,best part about a hooker dying on you? the 2nd hour is free water Stock photography Getty Images  Photography 
59073,img/59073.png,0,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez beanie Headgear Beanie Product  fear 31 middle eastern Woman
28405,img/28405.png,0,white people already paid reparations,white people already paid reparations car  Getty Images Getty Images Image neutral 32 middle eastern Woman
63492,img/63492.png,0,making america white again,making america white again snow Snow Weather Weather forecasting snow storm 
92670,img/92670.png,0,"scared you today, didn't i?","scared you today, didn't i? mark zuckerberg meme Mark Zuckerberg Meme Funny meme Facebook–Cambridge Analytica data scandal fear 33 white Man"
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,subway is similar to prostitution you pay someone else to do your wife's job barbie will ferrell Will Ferrell Spirited Actor Daddy's Home happy 38 middle eastern Man
79856,img/79856.png,0,my friends coming to see me after a crazy friday night,my friends coming to see me after a crazy friday night prison visit stock prison visit Prison visitor Stock photography Prisoner sad 32 latino hispanic Woman
71436,img/71436.png,0,trump supporters be like mexicans stole my teeth,trump supporters be like mexicans stole my teeth lasalle peru high school LaSalle-Peru Township High School Beard Facial hair Hair 
3258,img/03258.png,1,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!","i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in! muscle Bodybuilding Muscle Image Photography "
20736,img/20736.png,1,go be gay somewhere else,go be gay somewhere else funny Sport M  Troop Riot Games 
50487,img/50487.png,0,celebreated 4/20 on january 5th because i know how to reduce fractions,celebreated 4/20 on january 5th because i know how to reduce fractions toddler Human Human behavior 每日頭條 Photo caption 
6431,img/06431.png,0,when the employee asks what bra size you wear,when the employee asks what bra size you wear caitlyn jenner Caitlyn Jenner Kylie Jenner Keeping Up With the Kardashians Celebrity neutral 34 white Woman
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god: post malone now Post Malone Runaway Tour Beerbongs & Bentleys Hip hop music 
34901,img/34901.png,1,gays aids it really be like that,gays aids it really be like that bolingbroke and mowbray Stock photography Image Photograph Art 
28793,img/28793.png,0,congratulations it's non binary,congratulations it's non binary fun Stock photography Image iStock Rainbow flag neutral 35 white Man
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,islam is the religion of peace! if you don't agree i kill you! caring children Family  Pediatric dentistry  happy 29 middle eastern Woman
98501,img/98501.png,0,send me sexy pic,send me sexy pic girls in bikinis selfies Swimsuit Underwear  Photograph 
96231,img/96231.png,0,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something museum of the american gi United States  Image Flag 
81673,img/81673.png,0,when they don't get the memo that they lost the war,when they don't get the memo that they lost the war protest South Carolina State House Modern display of the Confederate battle flag  Flag 
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face water Down syndrome Swimming Photograph Stock photography fear 40 asian Woman
43612,img/43612.png,1,racing for pink slips in africa,racing for pink slips in africa napa valley tv Napa County Meter Napa Public Access Cable Television Television 
